nr_pedido,dt_momento,codigo_filial,nome_filial,codigo_cliente,nome_cliente,uf,codigo_produto,descricao_produto,marca,preco_unitario,quantidade,avaliacao
15034,2023-02-12,9,Filial 9,21,Cliente 21,AL,18,Produto 18,Marca 2,98.95,5,4
15035,2023-02-12,10,Filial 10,44,Cliente 44,PI,14,Produto 14,Marca 3,2.87,4,5
15036,2023-02-12,6,Filial 6,60,Cliente 60,SE,20,Produto 20,Marca 2,64.09,6,2
15037,2023-02-12,1,Filial 1,63,Cliente 63,RO,12,Produto 12,Marca 2,68.11,5,5
15038,2023-02-12,7,Filial 7,14,Cliente 14,AL,14,Produto 14,Marca 3,2.87,3,5
15039,2023-02-12,2,Filial 2,7,Cliente 7,PA,18,Produto 18,Marca 2,98.95,6,4
15040,2023-02-12,4,Filial 4,29,Cliente 29,MT,13,Produto 13,Marca 3,18.60,3,2
15041,2023-02-13,1,Filial 1,31,Cliente 31,CE,6,Produto 6,Marca 1,87.73,5,5
15042,2023-02-13,3,Filial 3,58,Cliente 58,PA,4,Produto 4,Marca 3,44.85,6,5
15043,2023-02-13,6,Filial 6,90,Cliente 90,PR,16,Produto 16,Marca 2,12.40,3,5
15044,2023-02-13,5,Filial 5,38,Cliente 38,RJ,12,Produto 12,Marca 2,68.11,6,4
15045,2023-02-13,10,Filial 10,65,Cliente 65,MA,16,Produto 16,Marca 2,12.40,5,4
15046,2023-02-13,7,Filial 7,2,Cliente 2,CE,3,Produto 3,Marca 2,49.45,5,5
15047,2023-02-13,8,Filial 8,23,Cliente 23,CE,18,Produto 18,Marca 2,98.95,6,4
15048,2023-02-13,9,Filial 9,42,Cliente 42,SE,17,Produto 17,Marca 2,23.67,6,5
15049,2023-02-13,4,Filial 4,59,Cliente 59,PB,18,Produto 18,Marca 2,98.95,4,2
15050,2023-02-13,2,Filial 2,77,Cliente 77,AM,14,Produto 14,Marca 3,2.87,5,2
15051,2023-02-14,9,Filial 9,32,Cliente 32,SE,13,Produto 13,Marca 3,18.60,3,4
15052,2023-02-14,5,Filial 5,95,Cliente 95,GO,18,Produto 18,Marca 2,98.95,5,5
15053,2023-02-14,10,Filial 10,9,Cliente 9,RN,6,Produto 6,Marca 1,87.73,5,2
15054,2023-02-14,6,Filial 6,89,Cliente 89,RR,4,Produto 4,Marca 3,44.85,7,3
15055,2023-02-14,2,Filial 2,84,Cliente 84,BA,7,Produto 7,Marca 1,21.32,4,5
15056,2023-02-14,8,Filial 8,24,Cliente 24,PR,6,Produto 6,Marca 1,87.73,5,3
15057,2023-02-14,7,Filial 7,59,Cliente 59,PB,11,Produto 11,Marca 1,17.47,6,4
15058,2023-02-14,3,Filial 3,12,Cliente 12,BA,2,Produto 2,Marca 3,99.33,3,4
15059,2023-02-14,1,Filial 1,79,Cliente 79,RN,13,Produto 13,Marca 3,18.60,5,5
15060,2023-02-14,4,Filial 4,87,Cliente 87,RJ,3,Produto 3,Marca 2,49.45,5,2
15061,2023-02-15,6,Filial 6,35,Cliente 35,PB,8,Produto 8,Marca 2,44.87,6,3
15062,2023-02-15,9,Filial 9,40,Cliente 40,MT,13,Produto 13,Marca 3,18.60,3,3
15063,2023-02-15,2,Filial 2,43,Cliente 43,MS,13,Produto 13,Marca 3,18.60,4,3
15064,2023-02-15,7,Filial 7,19,Cliente 19,MS,10,Produto 10,Marca 1,33.55,5,2
15065,2023-02-15,8,Filial 8,86,Cliente 86,RN,9,Produto 9,Marca 2,41.93,5,3
15066,2023-02-15,1,Filial 1,47,Cliente 47,RN,13,Produto 13,Marca 3,18.60,3,2
15067,2023-02-15,10,Filial 10,97,Cliente 97,MG,10,Produto 10,Marca 1,33.55,2,4
15068,2023-02-15,5,Filial 5,44,Cliente 44,PI,2,Produto 2,Marca 3,99.33,2,2
15069,2023-02-15,4,Filial 4,84,Cliente 84,BA,3,Produto 3,Marca 2,49.45,2,3
15070,2023-02-15,3,Filial 3,37,Cliente 37,RS,9,Produto 9,Marca 2,41.93,6,5
15071,2023-02-16,2,Filial 2,31,Cliente 31,CE,14,Produto 14,Marca 3,2.87,5,3
15072,2023-02-16,8,Filial 8,98,Cliente 98,TO,17,Produto 17,Marca 2,23.67,5,3
15073,2023-02-16,4,Filial 4,15,Cliente 15,AC,15,Produto 15,Marca 1,14.57,3,4
15074,2023-02-16,10,Filial 10,89,Cliente 89,RR,10,Produto 10,Marca 1,33.55,3,2
15075,2023-02-16,3,Filial 3,53,Cliente 53,RR,19,Produto 19,Marca 1,16.28,2,5
15076,2023-02-16,9,Filial 9,68,Cliente 68,AL,6,Produto 6,Marca 1,87.73,7,3
15077,2023-02-16,1,Filial 1,73,Cliente 73,PE,2,Produto 2,Marca 3,99.33,6,2
15078,2023-02-16,5,Filial 5,57,Cliente 57,SP,10,Produto 10,Marca 1,33.55,4,3
15079,2023-02-16,6,Filial 6,20,Cliente 20,PB,8,Produto 8,Marca 2,44.87,6,5
15080,2023-02-16,7,Filial 7,59,Cliente 59,PB,15,Produto 15,Marca 1,14.57,2,3
15081,2023-02-17,10,Filial 10,57,Cliente 57,SP,5,Produto 5,Marca 1,86.60,7,2
15082,2023-02-17,9,Filial 9,13,Cliente 13,GO,12,Produto 12,Marca 2,68.11,6,3
15083,2023-02-17,2,Filial 2,19,Cliente 19,MS,11,Produto 11,Marca 1,17.47,6,2
15084,2023-02-17,8,Filial 8,30,Cliente 30,BA,14,Produto 14,Marca 3,2.87,6,5
15085,2023-02-17,5,Filial 5,60,Cliente 60,SE,19,Produto 19,Marca 1,16.28,6,2
15086,2023-02-17,4,Filial 4,82,Cliente 82,SP,12,Produto 12,Marca 2,68.11,7,2
15087,2023-02-17,1,Filial 1,98,Cliente 98,TO,19,Produto 19,Marca 1,16.28,4,5
15088,2023-02-17,7,Filial 7,94,Cliente 94,PE,11,Produto 11,Marca 1,17.47,5,5
15089,2023-02-17,6,Filial 6,21,Cliente 21,AL,12,Produto 12,Marca 2,68.11,5,5
15090,2023-02-17,3,Filial 3,42,Cliente 42,SE,20,Produto 20,Marca 2,64.09,2,5
15091,2023-02-18,10,Filial 10,30,Cliente 30,BA,17,Produto 17,Marca 2,23.67,3,2
15092,2023-02-18,7,Filial 7,7,Cliente 7,PA,10,Produto 10,Marca 1,33.55,4,3
15093,2023-02-18,1,Filial 1,42,Cliente 42,SE,19,Produto 19,Marca 1,16.28,3,3
15094,2023-02-18,6,Filial 6,4,Cliente 4,CE,11,Produto 11,Marca 1,17.47,7,2
15095,2023-02-18,3,Filial 3,53,Cliente 53,RR,16,Produto 16,Marca 2,12.40,4,5
15096,2023-02-18,9,Filial 9,13,Cliente 13,GO,19,Produto 19,Marca 1,16.28,4,2
15097,2023-02-18,5,Filial 5,18,Cliente 18,MG,9,Produto 9,Marca 2,41.93,2,5
15098,2023-02-18,8,Filial 8,4,Cliente 4,CE,18,Produto 18,Marca 2,98.95,3,2
15099,2023-02-18,4,Filial 4,6,Cliente 6,RN,12,Produto 12,Marca 2,68.11,6,3
15100,2023-02-18,2,Filial 2,81,Cliente 81,RO,11,Produto 11,Marca 1,17.47,4,5
15101,2023-02-19,5,Filial 5,12,Cliente 12,BA,14,Produto 14,Marca 3,2.87,6,4
15102,2023-02-19,10,Filial 10,50,Cliente 50,GO,11,Produto 11,Marca 1,17.47,5,3
15103,2023-02-19,7,Filial 7,71,Cliente 71,RS,16,Produto 16,Marca 2,12.40,7,4
15104,2023-02-19,3,Filial 3,79,Cliente 79,RN,8,Produto 8,Marca 2,44.87,7,2
15105,2023-02-19,8,Filial 8,21,Cliente 21,AL,11,Produto 11,Marca 1,17.47,7,5
15106,2023-02-19,2,Filial 2,13,Cliente 13,GO,4,Produto 4,Marca 3,44.85,3,5
15107,2023-02-19,4,Filial 4,36,Cliente 36,SP,13,Produto 13,Marca 3,18.60,4,4
15108,2023-02-19,9,Filial 9,80,Cliente 80,RR,9,Produto 9,Marca 2,41.93,3,3
15109,2023-02-19,1,Filial 1,16,Cliente 16,MA,8,Produto 8,Marca 2,44.87,5,5
15110,2023-02-19,6,Filial 6,22,Cliente 22,CE,6,Produto 6,Marca 1,87.73,2,3
15111,2023-02-20,3,Filial 3,90,Cliente 90,PR,5,Produto 5,Marca 1,86.60,5,5
15112,2023-02-20,1,Filial 1,29,Cliente 29,MT,8,Produto 8,Marca 2,44.87,4,5
15113,2023-02-20,7,Filial 7,52,Cliente 52,PI,4,Produto 4,Marca 3,44.85,3,3
15114,2023-02-20,4,Filial 4,40,Cliente 40,MT,13,Produto 13,Marca 3,18.60,5,3
15115,2023-02-20,8,Filial 8,26,Cliente 26,RO,3,Produto 3,Marca 2,49.45,6,5
15116,2023-02-20,2,Filial 2,63,Cliente 63,RO,9,Produto 9,Marca 2,41.93,7,4
15117,2023-02-20,9,Filial 9,52,Cliente 52,PI,19,Produto 19,Marca 1,16.28,2,4
15118,2023-02-20,6,Filial 6,82,Cliente 82,SP,19,Produto 19,Marca 1,16.28,2,2
15119,2023-02-20,10,Filial 10,40,Cliente 40,MT,18,Produto 18,Marca 2,98.95,3,2
15120,2023-02-20,5,Filial 5,97,Cliente 97,MG,15,Produto 15,Marca 1,14.57,3,3
15121,2023-02-21,6,Filial 6,99,Cliente 99,MG,8,Produto 8,Marca 2,44.87,3,3
15122,2023-02-21,2,Filial 2,11,Cliente 11,SC,18,Produto 18,Marca 2,98.95,2,4
15123,2023-02-21,5,Filial 5,96,Cliente 96,RJ,2,Produto 2,Marca 3,99.33,2,3
15124,2023-02-21,7,Filial 7,76,Cliente 76,AC,2,Produto 2,Marca 3,99.33,6,4
15125,2023-02-21,10,Filial 10,55,Cliente 55,ES,20,Produto 20,Marca 2,64.09,3,3
15126,2023-02-21,1,Filial 1,68,Cliente 68,AL,15,Produto 15,Marca 1,14.57,5,5
15127,2023-02-21,4,Filial 4,64,Cliente 64,PA,8,Produto 8,Marca 2,44.87,7,5
15128,2023-02-21,8,Filial 8,72,Cliente 72,SE,19,Produto 19,Marca 1,16.28,4,5
15129,2023-02-21,9,Filial 9,41,Cliente 41,PA,8,Produto 8,Marca 2,44.87,7,3
15130,2023-02-21,3,Filial 3,35,Cliente 35,PB,4,Produto 4,Marca 3,44.85,3,2
15131,2023-02-22,6,Filial 6,78,Cliente 78,PR,16,Produto 16,Marca 2,12.40,6,2
15132,2023-02-22,10,Filial 10,28,Cliente 28,PB,14,Produto 14,Marca 3,2.87,2,4
15133,2023-02-22,3,Filial 3,12,Cliente 12,BA,14,Produto 14,Marca 3,2.87,4,5
15134,2023-02-22,7,Filial 7,57,Cliente 57,SP,10,Produto 10,Marca 1,33.55,2,4
15135,2023-02-22,2,Filial 2,12,Cliente 12,BA,5,Produto 5,Marca 1,86.60,4,4
15136,2023-02-22,4,Filial 4,84,Cliente 84,BA,4,Produto 4,Marca 3,44.85,4,5
15137,2023-02-22,9,Filial 9,67,Cliente 67,ES,9,Produto 9,Marca 2,41.93,7,5
15138,2023-02-22,5,Filial 5,9,Cliente 9,RN,18,Produto 18,Marca 2,98.95,4,3
15139,2023-02-22,8,Filial 8,24,Cliente 24,PR,12,Produto 12,Marca 2,68.11,5,2
15140,2023-02-22,1,Filial 1,62,Cliente 62,RJ,19,Produto 19,Marca 1,16.28,3,3
15141,2023-02-23,5,Filial 5,99,Cliente 99,MG,14,Produto 14,Marca 3,2.87,5,5
15142,2023-02-23,1,Filial 1,50,Cliente 50,GO,19,Produto 19,Marca 1,16.28,6,3
15143,2023-02-23,6,Filial 6,28,Cliente 28,PB,4,Produto 4,Marca 3,44.85,4,4
15144,2023-02-23,10,Filial 10,87,Cliente 87,RJ,9,Produto 9,Marca 2,41.93,6,4
15145,2023-02-23,9,Filial 9,77,Cliente 77,AM,19,Produto 19,Marca 1,16.28,3,3
15146,2023-02-23,8,Filial 8,69,Cliente 69,SE,20,Produto 20,Marca 2,64.09,2,3
15147,2023-02-23,2,Filial 2,32,Cliente 32,SE,12,Produto 12,Marca 2,68.11,4,2
15148,2023-02-23,3,Filial 3,74,Cliente 74,AM,9,Produto 9,Marca 2,41.93,6,4
15149,2023-02-23,7,Filial 7,84,Cliente 84,BA,11,Produto 11,Marca 1,17.47,2,2
15150,2023-02-23,4,Filial 4,40,Cliente 40,MT,5,Produto 5,Marca 1,86.60,6,5
15151,2023-02-24,5,Filial 5,35,Cliente 35,PB,19,Produto 19,Marca 1,16.28,3,4
15152,2023-02-24,7,Filial 7,67,Cliente 67,ES,5,Produto 5,Marca 1,86.60,6,3
15153,2023-02-24,3,Filial 3,6,Cliente 6,RN,5,Produto 5,Marca 1,86.60,4,4
15154,2023-02-24,10,Filial 10,18,Cliente 18,MG,2,Produto 2,Marca 3,99.33,3,3
15155,2023-02-24,8,Filial 8,19,Cliente 19,MS,18,Produto 18,Marca 2,98.95,2,4
15156,2023-02-24,9,Filial 9,31,Cliente 31,CE,20,Produto 20,Marca 2,64.09,3,5
15157,2023-02-24,6,Filial 6,80,Cliente 80,RR,14,Produto 14,Marca 3,2.87,5,2
15158,2023-02-24,1,Filial 1,79,Cliente 79,RN,14,Produto 14,Marca 3,2.87,2,4
15159,2023-02-24,4,Filial 4,58,Cliente 58,PA,2,Produto 2,Marca 3,99.33,3,2
15160,2023-02-24,2,Filial 2,100,Cliente 100,MS,11,Produto 11,Marca 1,17.47,7,4
15161,2023-02-25,2,Filial 2,50,Cliente 50,GO,16,Produto 16,Marca 2,12.40,5,3
15162,2023-02-25,9,Filial 9,79,Cliente 79,RN,4,Produto 4,Marca 3,44.85,2,2
15163,2023-02-25,4,Filial 4,100,Cliente 100,MS,18,Produto 18,Marca 2,98.95,3,4
15164,2023-02-25,6,Filial 6,81,Cliente 81,RO,7,Produto 7,Marca 1,21.32,4,2
15165,2023-02-25,8,Filial 8,57,Cliente 57,SP,20,Produto 20,Marca 2,64.09,6,3
15166,2023-02-25,7,Filial 7,71,Cliente 71,RS,16,Produto 16,Marca 2,12.40,7,3
15167,2023-02-25,1,Filial 1,91,Cliente 91,SP,20,Produto 20,Marca 2,64.09,2,2
15168,2023-02-25,5,Filial 5,78,Cliente 78,PR,6,Produto 6,Marca 1,87.73,4,2
15169,2023-02-25,10,Filial 10,66,Cliente 66,DF,11,Produto 11,Marca 1,17.47,3,2
15170,2023-02-25,3,Filial 3,99,Cliente 99,MG,18,Produto 18,Marca 2,98.95,4,2
15171,2023-02-26,5,Filial 5,34,Cliente 34,RS,14,Produto 14,Marca 3,2.87,7,2
15172,2023-02-26,8,Filial 8,47,Cliente 47,RN,2,Produto 2,Marca 3,99.33,3,2
15173,2023-02-26,1,Filial 1,61,Cliente 61,SE,10,Produto 10,Marca 1,33.55,6,5
15174,2023-02-26,9,Filial 9,7,Cliente 7,PA,8,Produto 8,Marca 2,44.87,3,5
15175,2023-02-26,2,Filial 2,70,Cliente 70,MA,5,Produto 5,Marca 1,86.60,4,4
15176,2023-02-26,7,Filial 7,59,Cliente 59,PB,3,Produto 3,Marca 2,49.45,4,4
15177,2023-02-26,3,Filial 3,48,Cliente 48,MS,20,Produto 20,Marca 2,64.09,7,5
15178,2023-02-26,6,Filial 6,98,Cliente 98,TO,14,Produto 14,Marca 3,2.87,7,5
15179,2023-02-26,10,Filial 10,16,Cliente 16,MA,2,Produto 2,Marca 3,99.33,2,4
15180,2023-02-26,4,Filial 4,40,Cliente 40,MT,15,Produto 15,Marca 1,14.57,6,2
15181,2023-02-27,8,Filial 8,60,Cliente 60,SE,10,Produto 10,Marca 1,33.55,6,5
15182,2023-02-27,5,Filial 5,50,Cliente 50,GO,15,Produto 15,Marca 1,14.57,5,2
15183,2023-02-27,3,Filial 3,81,Cliente 81,RO,8,Produto 8,Marca 2,44.87,7,4
15184,2023-02-27,9,Filial 9,24,Cliente 24,PR,10,Produto 10,Marca 1,33.55,7,3
15185,2023-02-27,10,Filial 10,4,Cliente 4,CE,12,Produto 12,Marca 2,68.11,6,3
15186,2023-02-27,4,Filial 4,94,Cliente 94,PE,11,Produto 11,Marca 1,17.47,2,5
15187,2023-02-27,7,Filial 7,25,Cliente 25,PA,17,Produto 17,Marca 2,23.67,6,4
15188,2023-02-27,6,Filial 6,63,Cliente 63,RO,5,Produto 5,Marca 1,86.60,5,4
15189,2023-02-27,1,Filial 1,86,Cliente 86,RN,3,Produto 3,Marca 2,49.45,7,2
15190,2023-02-27,2,Filial 2,76,Cliente 76,AC,7,Produto 7,Marca 1,21.32,5,5
15191,2023-02-28,4,Filial 4,65,Cliente 65,MA,11,Produto 11,Marca 1,17.47,4,2
15192,2023-02-28,2,Filial 2,91,Cliente 91,SP,13,Produto 13,Marca 3,18.60,2,3
15193,2023-02-28,5,Filial 5,52,Cliente 52,PI,14,Produto 14,Marca 3,2.87,3,2
15194,2023-02-28,6,Filial 6,39,Cliente 39,AL,13,Produto 13,Marca 3,18.60,7,3
15195,2023-02-28,10,Filial 10,81,Cliente 81,RO,17,Produto 17,Marca 2,23.67,2,2
15196,2023-02-28,1,Filial 1,66,Cliente 66,DF,18,Produto 18,Marca 2,98.95,6,5
15197,2023-02-28,3,Filial 3,94,Cliente 94,PE,8,Produto 8,Marca 2,44.87,2,3
15198,2023-02-28,8,Filial 8,83,Cliente 83,MT,8,Produto 8,Marca 2,44.87,6,2
15199,2023-02-28,9,Filial 9,26,Cliente 26,RO,6,Produto 6,Marca 1,87.73,3,2
15200,2023-02-28,7,Filial 7,49,Cliente 49,RS,5,Produto 5,Marca 1,86.60,3,4
15201,2023-03-01,9,Filial 9,87,Cliente 87,RJ,19,Produto 19,Marca 1,16.28,3,5
15202,2023-03-01,6,Filial 6,50,Cliente 50,GO,18,Produto 18,Marca 2,98.95,4,3
15203,2023-03-01,5,Filial 5,4,Cliente 4,CE,18,Produto 18,Marca 2,98.95,5,5
15204,2023-03-01,4,Filial 4,12,Cliente 12,BA,4,Produto 4,Marca 3,44.85,3,3
15205,2023-03-01,2,Filial 2,54,Cliente 54,RO,14,Produto 14,Marca 3,2.87,4,5
15206,2023-03-01,10,Filial 10,1,Cliente 1,MA,15,Produto 15,Marca 1,14.57,7,3
15207,2023-03-01,8,Filial 8,19,Cliente 19,MS,19,Produto 19,Marca 1,16.28,7,4
15208,2023-03-01,1,Filial 1,6,Cliente 6,RN,18,Produto 18,Marca 2,98.95,4,5
15209,2023-03-01,7,Filial 7,65,Cliente 65,MA,3,Produto 3,Marca 2,49.45,5,5
15210,2023-03-01,3,Filial 3,33,Cliente 33,GO,20,Produto 20,Marca 2,64.09,4,2
15211,2023-03-02,8,Filial 8,37,Cliente 37,RS,11,Produto 11,Marca 1,17.47,3,3
15212,2023-03-02,2,Filial 2,82,Cliente 82,SP,5,Produto 5,Marca 1,86.60,5,3
15213,2023-03-02,1,Filial 1,96,Cliente 96,RJ,13,Produto 13,Marca 3,18.60,5,4
15214,2023-03-02,4,Filial 4,93,Cliente 93,RJ,15,Produto 15,Marca 1,14.57,7,3
15215,2023-03-02,7,Filial 7,73,Cliente 73,PE,11,Produto 11,Marca 1,17.47,7,4
15216,2023-03-02,5,Filial 5,17,Cliente 17,PA,15,Produto 15,Marca 1,14.57,4,5
15217,2023-03-02,10,Filial 10,35,Cliente 35,PB,7,Produto 7,Marca 1,21.32,2,4
15218,2023-03-02,9,Filial 9,39,Cliente 39,AL,18,Produto 18,Marca 2,98.95,2,2
15219,2023-03-02,6,Filial 6,100,Cliente 100,MS,20,Produto 20,Marca 2,64.09,7,2
15220,2023-03-02,3,Filial 3,86,Cliente 86,RN,13,Produto 13,Marca 3,18.60,2,4
15221,2023-03-03,1,Filial 1,88,Cliente 88,PA,20,Produto 20,Marca 2,64.09,2,4
15222,2023-03-03,8,Filial 8,78,Cliente 78,PR,18,Produto 18,Marca 2,98.95,7,5
15223,2023-03-03,4,Filial 4,85,Cliente 85,MA,20,Produto 20,Marca 2,64.09,5,3
15224,2023-03-03,5,Filial 5,13,Cliente 13,GO,5,Produto 5,Marca 1,86.60,2,5
15225,2023-03-03,2,Filial 2,62,Cliente 62,RJ,13,Produto 13,Marca 3,18.60,2,5
15226,2023-03-03,7,Filial 7,26,Cliente 26,RO,6,Produto 6,Marca 1,87.73,4,5
15227,2023-03-03,10,Filial 10,61,Cliente 61,SE,3,Produto 3,Marca 2,49.45,2,3
15228,2023-03-03,3,Filial 3,94,Cliente 94,PE,3,Produto 3,Marca 2,49.45,5,2
15229,2023-03-03,9,Filial 9,91,Cliente 91,SP,16,Produto 16,Marca 2,12.40,3,4
15230,2023-03-03,6,Filial 6,2,Cliente 2,CE,15,Produto 15,Marca 1,14.57,5,5
15231,2023-03-04,3,Filial 3,58,Cliente 58,PA,17,Produto 17,Marca 2,23.67,3,2
15232,2023-03-04,8,Filial 8,73,Cliente 73,PE,2,Produto 2,Marca 3,99.33,3,2
15233,2023-03-04,5,Filial 5,37,Cliente 37,RS,15,Produto 15,Marca 1,14.57,6,2
15234,2023-03-04,6,Filial 6,76,Cliente 76,AC,15,Produto 15,Marca 1,14.57,2,5
15235,2023-03-04,2,Filial 2,30,Cliente 30,BA,10,Produto 10,Marca 1,33.55,7,3
15236,2023-03-04,4,Filial 4,40,Cliente 40,MT,6,Produto 6,Marca 1,87.73,5,5
15237,2023-03-04,9,Filial 9,50,Cliente 50,GO,5,Produto 5,Marca 1,86.60,5,2
15238,2023-03-04,7,Filial 7,62,Cliente 62,RJ,2,Produto 2,Marca 3,99.33,7,2
15239,2023-03-04,10,Filial 10,58,Cliente 58,PA,2,Produto 2,Marca 3,99.33,3,4
15240,2023-03-04,1,Filial 1,41,Cliente 41,PA,3,Produto 3,Marca 2,49.45,2,4
15241,2023-03-05,10,Filial 10,67,Cliente 67,ES,12,Produto 12,Marca 2,68.11,5,3
15242,2023-03-05,2,Filial 2,2,Cliente 2,CE,15,Produto 15,Marca 1,14.57,2,5
15243,2023-03-05,4,Filial 4,43,Cliente 43,MS,13,Produto 13,Marca 3,18.60,3,5
15244,2023-03-05,6,Filial 6,64,Cliente 64,PA,3,Produto 3,Marca 2,49.45,4,4
15245,2023-03-05,1,Filial 1,66,Cliente 66,DF,6,Produto 6,Marca 1,87.73,3,5
15246,2023-03-05,5,Filial 5,90,Cliente 90,PR,13,Produto 13,Marca 3,18.60,7,4
15247,2023-03-05,9,Filial 9,63,Cliente 63,RO,11,Produto 11,Marca 1,17.47,3,5
15248,2023-03-05,7,Filial 7,64,Cliente 64,PA,16,Produto 16,Marca 2,12.40,6,5
15249,2023-03-05,8,Filial 8,48,Cliente 48,MS,6,Produto 6,Marca 1,87.73,4,2
15250,2023-03-05,3,Filial 3,43,Cliente 43,MS,19,Produto 19,Marca 1,16.28,7,2
15251,2023-03-06,3,Filial 3,37,Cliente 37,RS,15,Produto 15,Marca 1,14.57,4,5
15252,2023-03-06,1,Filial 1,87,Cliente 87,RJ,15,Produto 15,Marca 1,14.57,3,4
15253,2023-03-06,8,Filial 8,44,Cliente 44,PI,4,Produto 4,Marca 3,44.85,7,3
15254,2023-03-06,9,Filial 9,67,Cliente 67,ES,2,Produto 2,Marca 3,99.33,7,5
15255,2023-03-06,10,Filial 10,67,Cliente 67,ES,13,Produto 13,Marca 3,18.60,2,3
15256,2023-03-06,4,Filial 4,60,Cliente 60,SE,2,Produto 2,Marca 3,99.33,7,5
15257,2023-03-06,7,Filial 7,19,Cliente 19,MS,6,Produto 6,Marca 1,87.73,4,3
15258,2023-03-06,6,Filial 6,46,Cliente 46,RR,19,Produto 19,Marca 1,16.28,7,4
15259,2023-03-06,5,Filial 5,100,Cliente 100,MS,5,Produto 5,Marca 1,86.60,3,4
15260,2023-03-06,2,Filial 2,49,Cliente 49,RS,16,Produto 16,Marca 2,12.40,7,4
15261,2023-03-07,4,Filial 4,74,Cliente 74,AM,17,Produto 17,Marca 2,23.67,3,4
15262,2023-03-07,1,Filial 1,96,Cliente 96,RJ,6,Produto 6,Marca 1,87.73,2,2
15263,2023-03-07,8,Filial 8,9,Cliente 9,RN,5,Produto 5,Marca 1,86.60,4,4
15264,2023-03-07,2,Filial 2,66,Cliente 66,DF,20,Produto 20,Marca 2,64.09,3,3
15265,2023-03-07,7,Filial 7,33,Cliente 33,GO,2,Produto 2,Marca 3,99.33,2,5
15266,2023-03-07,6,Filial 6,77,Cliente 77,AM,11,Produto 11,Marca 1,17.47,5,2
15267,2023-03-07,9,Filial 9,86,Cliente 86,RN,3,Produto 3,Marca 2,49.45,4,3
15268,2023-03-07,5,Filial 5,39,Cliente 39,AL,19,Produto 19,Marca 1,16.28,4,2
15269,2023-03-07,10,Filial 10,79,Cliente 79,RN,6,Produto 6,Marca 1,87.73,3,2
15270,2023-03-07,3,Filial 3,73,Cliente 73,PE,6,Produto 6,Marca 1,87.73,3,3
15271,2023-03-08,4,Filial 4,75,Cliente 75,RS,20,Produto 20,Marca 2,64.09,5,4
15272,2023-03-08,9,Filial 9,33,Cliente 33,GO,20,Produto 20,Marca 2,64.09,2,4
15273,2023-03-08,8,Filial 8,22,Cliente 22,CE,20,Produto 20,Marca 2,64.09,4,2
15274,2023-03-08,6,Filial 6,49,Cliente 49,RS,17,Produto 17,Marca 2,23.67,2,2
15275,2023-03-08,10,Filial 10,5,Cliente 5,AP,12,Produto 12,Marca 2,68.11,3,2
15276,2023-03-08,5,Filial 5,21,Cliente 21,AL,9,Produto 9,Marca 2,41.93,2,2
15277,2023-03-08,2,Filial 2,54,Cliente 54,RO,6,Produto 6,Marca 1,87.73,3,2
15278,2023-03-08,3,Filial 3,26,Cliente 26,RO,14,Produto 14,Marca 3,2.87,2,4
15279,2023-03-08,7,Filial 7,62,Cliente 62,RJ,15,Produto 15,Marca 1,14.57,3,3
15280,2023-03-08,1,Filial 1,88,Cliente 88,PA,10,Produto 10,Marca 1,33.55,5,4
15281,2023-03-09,1,Filial 1,8,Cliente 8,RJ,20,Produto 20,Marca 2,64.09,4,3
15282,2023-03-09,10,Filial 10,95,Cliente 95,GO,11,Produto 11,Marca 1,17.47,4,3
15283,2023-03-09,5,Filial 5,78,Cliente 78,PR,7,Produto 7,Marca 1,21.32,7,2
15284,2023-03-09,3,Filial 3,3,Cliente 3,TO,6,Produto 6,Marca 1,87.73,3,5
15285,2023-03-09,8,Filial 8,45,Cliente 45,PB,19,Produto 19,Marca 1,16.28,6,4
15286,2023-03-09,4,Filial 4,8,Cliente 8,RJ,12,Produto 12,Marca 2,68.11,7,2
15287,2023-03-09,2,Filial 2,9,Cliente 9,RN,15,Produto 15,Marca 1,14.57,5,5
15288,2023-03-09,6,Filial 6,63,Cliente 63,RO,2,Produto 2,Marca 3,99.33,3,5
15289,2023-03-09,9,Filial 9,39,Cliente 39,AL,11,Produto 11,Marca 1,17.47,2,3
15290,2023-03-09,7,Filial 7,98,Cliente 98,TO,15,Produto 15,Marca 1,14.57,7,2
15291,2023-03-10,7,Filial 7,96,Cliente 96,RJ,13,Produto 13,Marca 3,18.60,7,5
15292,2023-03-10,8,Filial 8,70,Cliente 70,MA,11,Produto 11,Marca 1,17.47,5,3
15293,2023-03-10,10,Filial 10,49,Cliente 49,RS,16,Produto 16,Marca 2,12.40,7,3
15294,2023-03-10,2,Filial 2,57,Cliente 57,SP,5,Produto 5,Marca 1,86.60,2,4
15295,2023-03-10,9,Filial 9,5,Cliente 5,AP,14,Produto 14,Marca 3,2.87,7,5
15296,2023-03-10,5,Filial 5,27,Cliente 27,ES,13,Produto 13,Marca 3,18.60,6,4
15297,2023-03-10,4,Filial 4,29,Cliente 29,MT,10,Produto 10,Marca 1,33.55,5,2
15298,2023-03-10,3,Filial 3,91,Cliente 91,SP,14,Produto 14,Marca 3,2.87,4,5
15299,2023-03-10,1,Filial 1,88,Cliente 88,PA,20,Produto 20,Marca 2,64.09,6,4
15300,2023-03-10,6,Filial 6,83,Cliente 83,MT,9,Produto 9,Marca 2,41.93,7,3
